"kind","test","classification","lane","root_cause","source_line"
"FAILED","tests/integration/test_phase6d_compliance.py::test_controlled_beta_ready_remains_false_current_state","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6d_compliance.py::test_controlled_beta_ready_remains_false_current_state"
"FAILED","tests/integration/test_phase6d_compliance.py::test_production_readiness_compliance_has_required_evidence","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6d_compliance.py::test_production_readiness_compliance_has_required_evidence"
"FAILED","tests/integration/test_phase6d_compliance.py::test_legal_accuracy_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6d_compliance.py::test_legal_accuracy_gate_regression"
"FAILED","tests/integration/test_phase6d_compliance.py::test_rules_verification_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6d_compliance.py::test_rules_verification_gate_regression"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_report_includes_controlled_beta_next_steps","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_report_includes_controlled_beta_next_steps"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_next_steps_are_ordered","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_next_steps_are_ordered"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_dpia_review_is_first_priority","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_dpia_review_is_first_priority"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_privacy_review_is_second_priority","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_privacy_review_is_second_priority"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_next_steps_include_human_review_type","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_next_steps_include_human_review_type"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_report_includes_runbook_reference","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_report_includes_runbook_reference"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_report_includes_beta_readiness_script_reference","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_report_includes_beta_readiness_script_reference"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_controlled_beta_ready_still_false","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_controlled_beta_ready_still_false"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_next_steps_is_nonempty","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_next_steps_is_nonempty"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_next_steps_include_steps_for_missing_env_vars","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_next_steps_include_steps_for_missing_env_vars"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_legal_accuracy_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_legal_accuracy_gate_regression"
"FAILED","tests/integration/test_phase6e_prelaunch.py::test_rules_verification_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase6e_prelaunch.py::test_rules_verification_gate_regression"
"FAILED","tests/integration/test_phase7b_kms.py::test_readiness_shows_key_provider_name","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7b_kms.py::test_readiness_shows_key_provider_name"
"FAILED","tests/integration/test_phase7b_kms.py::test_readiness_key_management_section_present","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7b_kms.py::test_readiness_key_management_section_present"
"FAILED","tests/integration/test_phase7b_kms.py::test_production_ready_still_false","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7b_kms.py::test_production_ready_still_false"
"FAILED","tests/integration/test_phase7b_kms.py::test_legal_accuracy_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7b_kms.py::test_legal_accuracy_gate_regression"
"FAILED","tests/integration/test_phase7b_kms.py::test_rules_verification_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7b_kms.py::test_rules_verification_gate_regression"
"FAILED","tests/integration/test_phase7c_aws_kms.py::test_production_readiness_kms_not_checked_by_default","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7c_aws_kms.py::test_production_readiness_kms_not_checked_by_default"
"FAILED","tests/integration/test_phase7c_aws_kms.py::test_production_readiness_health_check_true_shows_connected","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7c_aws_kms.py::test_production_readiness_health_check_true_shows_connected"
"FAILED","tests/integration/test_phase7c_aws_kms.py::test_production_readiness_health_check_failure_shows_disconnected","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7c_aws_kms.py::test_production_readiness_health_check_failure_shows_disconnected"
"FAILED","tests/integration/test_phase7c_aws_kms.py::test_readiness_shows_key_provider_name","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7c_aws_kms.py::test_readiness_shows_key_provider_name"
"FAILED","tests/integration/test_phase7c_aws_kms.py::test_legal_accuracy_gate_regression","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase7c_aws_kms.py::test_legal_accuracy_gate_regression"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_reason_produces_valid_assessment_shape","REAL DEFECT","intake/diagnosis","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_reason_produces_valid_assessment_shape"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_deterministic_upgrade_rich_facts","REAL DEFECT","intake/diagnosis","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_deterministic_upgrade_rich_facts"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_pii_stripped_before_model_boundary","REAL DEFECT","intake/diagnosis","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_pii_stripped_before_model_boundary"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_readiness_has_reasoning_model_section","REAL DEFECT","intake/diagnosis","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_readiness_has_reasoning_model_section"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_readiness_reasoning_model_reflects_local_only_policy","REAL DEFECT","intake/diagnosis","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_readiness_reasoning_model_reflects_local_only_policy"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_legal_accuracy_gate_passes","ENVIRONMENT","intake/diagnosis","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_legal_accuracy_gate_passes"
"FAILED","tests/integration/test_phase8b_algorithm_brain.py::test_rules_verification_gate_passes","ENVIRONMENT","intake/diagnosis","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_phase8b_algorithm_brain.py::test_rules_verification_gate_passes"
"FAILED","tests/integration/test_pipeline_stub.py::test_ud_with_stub_gets_rules_retrieved","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_pipeline_stub.py::test_ud_with_stub_gets_rules_retrieved"
"FAILED","tests/integration/test_pipeline_stub.py::test_stub_governance_routes_to_insufficient_grounding","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/integration/test_pipeline_stub.py::test_stub_governance_routes_to_insufficient_grounding"
"FAILED","tests/integration/test_retrieve_rules.py::test_prospective_rows_never_returned","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_prospective_rows_never_returned"
"FAILED","tests/integration/test_retrieve_rules.py::test_time_limit_is_3_months_not_6","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_time_limit_is_3_months_not_6"
"FAILED","tests/integration/test_retrieve_rules.py::test_qualifying_period_is_2_years_not_6_months","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_qualifying_period_is_2_years_not_6_months"
"FAILED","tests/integration/test_retrieve_rules.py::test_compensatory_cap_is_not_uncapped","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_compensatory_cap_is_not_uncapped"
"FAILED","tests/integration/test_retrieve_rules.py::test_cap_for_edt_before_6_apr_2026","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_cap_for_edt_before_6_apr_2026"
"FAILED","tests/integration/test_retrieve_rules.py::test_cap_for_edt_on_or_after_6_apr_2026","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_cap_for_edt_on_or_after_6_apr_2026"
"FAILED","tests/integration/test_retrieve_rules.py::test_weeks_pay_cap_for_2026","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_weeks_pay_cap_for_2026"
"FAILED","tests/integration/test_retrieve_rules.py::test_weeks_pay_cap_for_2025","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_weeks_pay_cap_for_2025"
"FAILED","tests/integration/test_retrieve_rules.py::test_all_rules_have_citations","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_all_rules_have_citations"
"FAILED","tests/integration/test_retrieve_rules.py::test_ec_requirement_returned","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_retrieve_rules.py::test_ec_requirement_returned"
"FAILED","tests/integration/test_rules_canonical.py::test_no_duplicate_or_unknown_rule_key_series","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_canonical.py::test_no_duplicate_or_unknown_rule_key_series"
"FAILED","tests/integration/test_rules_canonical.py::test_all_canonical_keys_present","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_canonical.py::test_all_canonical_keys_present"
"FAILED","tests/integration/test_rules_canonical.py::test_no_prospective_rows_returned_by_live_query","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_canonical.py::test_no_prospective_rows_returned_by_live_query"
"FAILED","tests/integration/test_rules_canonical.py::test_each_monetary_rule_has_exactly_one_current_row_per_edt","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_canonical.py::test_each_monetary_rule_has_exactly_one_current_row_per_edt"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_current_edt_returns_2026_cap","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_current_edt_returns_2026_cap"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_older_edt_returns_prior_cap","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_older_edt_returns_prior_cap"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_current_edt_weeks_pay_751","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_current_edt_weeks_pay_751"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_older_edt_weeks_pay_719","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_older_edt_weeks_pay_719"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_prospective_rows_never_returned","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_prospective_rows_never_returned"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_time_limit_is_3_months","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_time_limit_is_3_months"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_qualifying_period_is_2_years","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_qualifying_period_is_2_years"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_ec_required_returned","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_ec_required_returned"
"FAILED","tests/integration/test_rules_deadline_phase1.py::test_all_rules_have_citations","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/integration/test_rules_deadline_phase1.py::test_all_rules_have_citations"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_legal_nodes_table_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_legal_nodes_table_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_ud_claim_node_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_ud_claim_node_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_upw_claim_node_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_upw_claim_node_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_qualifying_period_node_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_qualifying_period_node_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_limitation_date_node_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_limitation_date_node_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_acas_ec_node_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_acas_ec_node_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_all_nodes_have_source_ref","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_all_nodes_have_source_ref"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_all_nodes_have_authority_level","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_all_nodes_have_authority_level"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_node_types_are_valid","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalNodesSchema::test_node_types_are_valid"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_legal_edges_table_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_legal_edges_table_exists"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_requires_qualifying_service","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_requires_qualifying_service"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_requires_acas_ec","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_requires_acas_ec"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_applies_to_limitation_date","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_applies_to_limitation_date"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_leads_to_basic_award","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_ud_leads_to_basic_award"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_upw_applies_to_its_limitation","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_upw_applies_to_its_limitation"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_no_self_referencing_edges","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_no_self_referencing_edges"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_all_edge_nodes_exist","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestLegalEdgesSchema::test_all_edge_nodes_exist"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_ud_to_era1996_s111_path","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_ud_to_era1996_s111_path"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_basic_award_has_era1996_s119_ref","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_basic_award_has_era1996_s119_ref"
"FAILED","tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_procedure_node_references_acas_code","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/knowledge_graph/test_knowledge_graph.py::TestKnowledgeGraphPaths::test_procedure_node_references_acas_code"
"FAILED","tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_correct","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_correct"
"FAILED","tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_source_is_rules","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_source_is_rules"
"FAILED","tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_authority_era1996","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/legal_accuracy/test_legal_accuracy.py::test_fp1_deadline_authority_era1996"
"FAILED","tests/legal_accuracy/test_legal_accuracy.py::test_fp2_deadline_correct","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/legal_accuracy/test_legal_accuracy.py::test_fp2_deadline_correct"
"FAILED","tests/legal_accuracy/test_legal_accuracy.py::test_fp3_deadline_correct","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/legal_accuracy/test_legal_accuracy.py::test_fp3_deadline_correct"
